Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
550	0.7241458	0.0804430	0.2866081	0.7756064	0.2513108	0.1516291	0.0385462	0.4337660	1.0152320	0.0756546	0.3157050	0.4692992	0.1100427	0.4624753	0.7700652	0.8000853	0.5803053	0.7032864	0.4195226	0.8504042	0.7078622	0.6069970	0.2992119	0.1448734	0.8367311	0.9145709	0.3446626	0.5263738	0.8707667	0.7002645	0.7514087	0.5041760	0.9851663	0.1790404	0.5204347	0.2663905	0.7337204	0.6142312	0.1399737	0.7923631	0.0392758	0.1219364	0.5116361	0.5603008	0.8747693	0.5282094	0.1088695	0.7469501	0.4106573	0.1690240	0.5692946	0.0782164	0.8199976	1.0831814	0.3433928	0.6826061	0.0690987	0.8307195	0.5588227	0.7331917	0.4028571	0.6671054	0.4605184	0.2215431	0.1766806	0.4470409	0.9761635	0.2992210	1.0248079	0.0153616	0.8473947	0.0851159	0.4514513	0.4544916	0.8357513	0.9567523	0.7338100	0.0756580	1.0462228	0.6630661	0.0831680	0.8328488	0.1721814	0.5530407	0.3275725	0.0296872	0.4670900	0.3351107	0.7760627	0.2099698	0.8535480	0.2247434	0.1189623	0.8441421	0.5523955	0.5699412	0.6685845	0.1677733	0.7028908	0.4195505
600	0.6259341	0.1401064	0.1852778	0.5947367	0.2281941	0.1224778	0.0487382	0.4645156	0.9709501	0.0781058	0.3242060	0.4591385	0.1607401	0.5887275	0.5184728	0.8532540	0.6812874	0.6569998	0.1958899	0.7469705	0.8209525	0.5446995	0.5751679	0.1969068	0.8654142	0.9541025	0.3516619	0.5344556	0.9623624	0.7675281	0.6849599	0.3354164	1.0503844	0.1335719	0.6758839	0.2750349	0.7539246	0.5388466	0.1781775	0.7636616	0.0533813	0.1187748	0.6727396	0.3727806	0.8496503	0.5506009	0.0727898	0.8998567	0.4879024	0.1680657	0.6307608	0.0488995	0.7450253	1.1094658	0.4776651	0.7960072	0.0466136	0.8346125	0.5339105	0.8226641	0.3556886	0.5970750	0.2352496	0.3168320	0.1239135	0.5126648	0.9411031	0.3409060	1.0635071	0.0297172	0.7426625	0.1609878	0.3870683	0.4441425	0.6677946	0.8430684	0.5851668	0.0789169	0.9174619	0.6409895	0.1324163	0.7035779	0.1854643	0.6590437	0.3604249	0.0261237	0.4463973	0.4051382	0.7751408	0.2443074	0.8617131	0.1701973	0.0689948	0.9165799	0.7227112	0.5723212	0.6553327	0.1115228	0.5428521	0.4332050
650	0.4226506	0.2292587	0.1395365	0.4973056	0.2250332	0.1304730	0.0453660	0.5314711	0.9431551	0.0697309	0.3854433	0.3874406	0.1288260	0.7326339	0.3009232	0.8945066	0.7397205	0.5295831	0.0998607	0.6492112	0.7494226	0.4164096	0.5417418	0.2400325	0.8475967	1.0221167	0.4165736	0.4696350	1.0559667	0.7563827	0.6310115	0.2456289	0.9670622	0.1392266	0.5664086	0.2376008	0.8210696	0.3651867	0.1514409	0.7878928	0.0430410	0.1996467	0.8189407	0.3062985	0.7746272	0.4707774	0.1085220	0.9802765	0.6450258	0.1104584	0.6504553	0.0267765	0.8294194	0.9932588	0.5748966	0.8265158	0.0545333	0.8032557	0.4854760	0.7361716	0.3468296	0.5728618	0.1150977	0.3644270	0.1290269	0.6333399	0.9749270	0.4592126	1.1170663	0.0903879	0.6876764	0.3104239	0.2560653	0.4760663	0.6087367	0.7404819	0.5027686	0.0705312	1.1037884	0.6537439	0.1579182	0.7372016	0.1974474	0.6249384	0.3041369	0.0239431	0.4402597	0.7311550	0.7370413	0.3425229	0.8972843	0.1756402	0.0351899	0.9629505	0.7155666	0.4711466	0.6704301	0.0583421	0.4195900	0.4847528
700	0.2450262	0.3051039	0.0829909	0.4767894	0.2632399	0.0982911	0.0350338	0.5782477	0.9112728	0.0437545	0.3382072	0.4147251	0.1055146	0.9432039	0.1551398	0.9439330	0.8489953	0.4086061	0.0992579	0.4909145	0.7126733	0.3647752	0.4342942	0.3752638	0.8854244	0.8804886	0.5243315	0.5781650	0.9713105	0.7694233	0.7380031	0.2614928	0.9167248	0.1631452	0.5319319	0.1911937	0.8869010	0.3397344	0.1435541	0.7790390	0.0602991	0.3892083	0.9623451	0.2321161	0.6759798	0.4757440	0.2033577	1.0583030	0.5859690	0.1221473	0.6556142	0.0235496	0.8813461	0.9926828	0.5521244	0.7842412	0.0692495	0.7277174	0.5645477	0.7065767	0.3772571	0.5831694	0.0709896	0.3901087	0.1805528	0.7080046	0.9727436	0.5361554	1.0111432	0.2120446	0.6341762	0.3654875	0.2517611	0.4790574	0.5287954	0.6468881	0.6361002	0.0580254	0.9661171	0.7046493	0.1841628	0.7448362	0.2361460	0.5794391	0.2472995	0.0344517	0.4770030	0.8755203	0.7122114	0.3419416	0.9382240	0.1623600	0.0466588	0.9815312	0.6998959	0.4414318	0.6173031	0.0202187	0.2483128	0.6442704
750	0.1006919	0.4643302	0.0907396	0.4642418	0.2744333	0.1285037	0.0294234	0.4899245	0.9513043	0.0380695	0.3372807	0.4867943	0.0582813	1.0480638	0.1081585	0.8738538	0.8150753	0.4119824	0.1011201	0.3969387	0.5687724	0.2571282	0.2935368	0.4167101	0.8898368	0.7354040	0.5594806	0.5727035	0.9787866	0.7140273	0.7398164	0.2540252	0.9922082	0.1657237	0.4217948	0.2139145	0.8834178	0.3016813	0.1452380	0.7792259	0.0835049	0.5486064	1.0111838	0.2259547	0.5953812	0.4692849	0.4312871	0.9913491	0.6478097	0.1187489	0.6826752	0.0139371	0.9674240	0.9785510	0.4500179	0.7651591	0.0893956	0.6702368	0.5715082	0.5299818	0.4327316	0.5331245	0.0189187	0.3231546	0.1804542	0.5600589	1.0021600	0.6154057	1.0300084	0.3646677	0.6231146	0.2843366	0.2861424	0.5162806	0.4768791	0.6143471	0.6786835	0.1172856	0.9355642	0.7636711	0.2608619	0.8138631	0.3431852	0.5612696	0.2421706	0.1539844	0.4638593	0.9122889	0.6315619	0.2855515	0.7270556	0.1734355	0.0634887	0.9537805	0.7620569	0.4724156	0.6169814	0.0220651	0.1741706	0.6447896
800	0.0414314	0.5921618	0.0514316	0.4684632	0.3056455	0.2083572	0.0345486	0.4969834	0.9348137	0.0444870	0.4655859	0.5495847	0.0417200	1.0905681	0.0614804	0.8794780	0.9232082	0.3839777	0.0901140	0.4026767	0.3415982	0.1503386	0.1920630	0.3885056	0.7882270	0.5573439	0.7055366	0.5609794	0.9555937	0.6783237	0.8013272	0.2670939	0.8867380	0.1290215	0.4035703	0.2237046	0.9996253	0.3843594	0.1310040	0.7679178	0.1563731	0.6474816	1.0703222	0.2363354	0.5934785	0.4090632	0.5100702	0.9629563	0.5979221	0.1678819	0.5327913	0.0282498	0.9361347	1.0085676	0.3374271	0.5722201	0.1250319	0.7282391	0.4843342	0.3313109	0.4418123	0.4939773	0.0033421	0.2874168	0.1934502	0.5486564	0.9283509	0.7174385	0.9557759	0.4525051	0.5817853	0.1926833	0.3505048	0.4730017	0.4328659	0.5825434	0.7170678	0.1742659	0.8604065	0.7441872	0.2971979	0.7396178	0.3060281	0.4673772	0.2409870	0.1484415	0.4216453	0.8968226	0.6323017	0.3138831	0.6918133	0.1824500	0.1036542	0.9847830	0.7023914	0.4692085	0.6828576	0.0086946	0.2407796	0.6048231
850	0.0261643	0.6794946	0.0519804	0.5953198	0.3746183	0.3066653	0.0172410	0.4935554	0.8666226	0.0576591	0.4667342	0.6766811	0.0256425	0.9528983	0.0284897	0.7744638	0.9574700	0.3723112	0.0823442	0.4368046	0.1686364	0.0945216	0.1871891	0.4199471	0.8568406	0.4361483	0.7006896	0.5218650	0.9065706	0.7466880	0.6548754	0.3174659	0.9280867	0.1462511	0.3440504	0.2235298	1.0033601	0.3973790	0.1086616	0.8052281	0.2480392	0.7073762	1.0617830	0.2254455	0.6590279	0.4500010	0.5497746	0.9560760	0.6282972	0.1722272	0.4842765	0.0545005	0.8207288	1.0695487	0.3277047	0.3294298	0.1207711	0.6219689	0.5295990	0.2113026	0.3478907	0.4607480	0.0006331	0.2518719	0.2026825	0.5525650	1.0465826	0.7044705	0.9410886	0.6104715	0.6650009	0.1205235	0.2636259	0.5170747	0.4165402	0.5898804	0.7559972	0.2991279	0.8725300	0.7733384	0.3658210	0.6023651	0.2791799	0.5082763	0.2687672	0.1372968	0.4303899	0.8944978	0.6625900	0.2892938	0.6068787	0.1724018	0.1611922	0.9357557	0.8147235	0.4251751	0.6623335	0.0045700	0.3303281	0.6985762
900	0.0105755	0.6660494	0.0527691	0.6664938	0.3995662	0.4417064	0.0199610	0.4283591	1.0178739	0.0481768	0.4740477	0.8294491	0.0276681	1.0188709	0.0309722	0.7240096	0.8273639	0.2921052	0.1346531	0.5376288	0.0769727	0.0552969	0.1555845	0.4321412	0.9844698	0.3875652	0.7307105	0.5542158	0.9487110	0.7445625	0.6783709	0.3085335	1.0076472	0.1085607	0.3764696	0.2017381	0.9118419	0.4427550	0.2032959	0.9159943	0.3918115	0.7420500	1.0352445	0.2056305	0.6312487	0.5228479	0.5973808	1.0561019	0.6371456	0.2056393	0.4880906	0.0466818	0.8318644	0.8580094	0.3157584	0.1712867	0.0746804	0.6336805	0.5410582	0.2460016	0.3215353	0.3962948	0.0046226	0.2648837	0.2849512	0.5804923	0.9820549	0.6669090	0.9304829	0.6193869	0.7869042	0.0869312	0.1950457	0.4528976	0.5216474	0.5457061	0.7983783	0.3857798	0.8977816	0.8339332	0.3619978	0.4793396	0.2157694	0.5559953	0.3313674	0.1294691	0.3784716	0.8826141	0.6348527	0.3794429	0.5799380	0.2186777	0.2066932	1.0063738	0.7641971	0.5882387	0.5896344	0.0033686	0.4941431	0.7084860
950	0.0103135	0.6132832	0.0449580	0.6499371	0.4363890	0.6028366	0.0254488	0.4595105	1.0146559	0.0700656	0.4707759	0.7808862	0.0176469	1.0653098	0.0256493	0.5616001	0.8061973	0.2789300	0.1269545	0.5073138	0.0226777	0.0459721	0.1585037	0.4562271	1.0252561	0.2974586	0.6485705	0.5655413	0.8728202	0.7120548	0.7133638	0.2950827	0.7759180	0.0823116	0.4077462	0.1579941	0.9784268	0.5196533	0.1525737	0.9662420	0.3632346	0.6702576	0.9920620	0.2926445	0.6172809	0.5028479	0.5742641	1.0109977	0.6824339	0.2121265	0.4937458	0.0426525	0.7504050	0.9113286	0.2852121	0.1083196	0.0626561	0.6748716	0.5430306	0.3337537	0.3099549	0.4533384	0.0089197	0.1866323	0.2795467	0.5102539	0.9537326	0.7189627	0.9312688	0.5249540	0.6344060	0.0727076	0.1458647	0.4208902	0.5808221	0.5645697	0.7638262	0.4407401	0.8321440	0.8624207	0.4213452	0.4118298	0.2842081	0.3822493	0.3952248	0.1797237	0.4111583	0.8432492	0.6811678	0.4346551	0.7519017	0.2493969	0.2552915	0.9406398	0.7681647	0.6650086	0.6023393	0.0008864	0.5968345	0.6641936
1000	0.0147480	0.7239224	0.0306358	0.7409758	0.3976630	0.5538724	0.0386783	0.4975110	1.0312110	0.0514774	0.5029927	0.7660337	0.0132653	1.1154991	0.0332096	0.5506328	0.8109569	0.2586070	0.1484148	0.4206573	0.0065011	0.0399635	0.1419718	0.3732650	0.9728628	0.2641009	0.6551924	0.5784914	0.8753115	0.7203626	0.6783267	0.2832784	0.9255906	0.0874022	0.4113871	0.1839703	1.0075118	0.4759160	0.1779841	0.8433067	0.2820310	0.5845204	1.0679844	0.2999072	0.6754390	0.5404950	0.5489414	0.9549078	0.5496171	0.2088498	0.5808846	0.0166999	0.7867142	0.9772250	0.2713531	0.0883310	0.0485523	0.6718465	0.5186891	0.3828791	0.2807161	0.5565484	0.0034284	0.2384265	0.2863784	0.5103890	0.9643201	0.7549202	0.9077035	0.5541563	0.7614172	0.0807184	0.1513511	0.4090132	0.5172667	0.5607458	0.8465035	0.5053851	0.7941559	0.8721946	0.5246710	0.3840866	0.3952350	0.5570591	0.3234181	0.1586878	0.4430097	0.8940516	0.6966883	0.5038010	0.7721772	0.3250570	0.2689188	0.9510861	0.7459352	0.6286400	0.5831729	0.0023985	0.6192249	0.5896744

0	0.0054912	0.7447631	0.0642527	0.8210472	0.2921471	0.5880082	0.0225722	0.4838091	0.9656195	0.0443711	0.4306447	0.6975475	0.0147112	0.9749427	0.0282003	0.6737723	0.9913921	0.1651804	0.1197632	0.5242371	0.0067494	0.0365355	0.1255950	0.4302496	1.1112670	0.2854071	0.6175497	0.6031904	0.8850846	0.6937330	0.7099076	0.2045984	0.9118438	0.0563209	0.7272756	0.2074722	0.9455934	0.5184240	0.1652896	0.9267332	0.2747902	0.6682682	1.0442520	0.2641483	0.6140724	0.4728385	0.6302928	1.0226727	0.6634131	0.2133879	0.4887097	0.0381828	0.7228903	0.9853291	0.5485595	0.1062818	0.0613356	0.5268821	0.4588654	0.2251687	0.2840861	0.4368842	0.0884648	0.1875157	0.2120565	0.5545848	0.8928975	0.9052471	0.9261154	0.5926021	0.7848168	0.1676130	0.2934991	0.2870831	0.6595986	0.5726836	0.5456937	0.5306169	0.8687033	0.9647560	0.4905623	0.4923850	0.3680029	0.5405728	0.3727826	0.2236655	0.6425572	0.9691270	0.6764887	0.4389795	0.7060530	0.3463237	0.2803171	0.9766520	0.7972715	0.5442647	0.5465106	0.0032703	0.5090797	0.4472386
50	0.0926141	0.5904033	0.0500992	0.6270345	0.6012752	0.4333737	0.2727856	0.4898805	0.9504669	0.0160400	0.4374148	0.8068014	0.0233955	0.8548387	0.0354275	0.6292744	0.8554403	0.2137136	0.1122242	0.4538224	0.0071810	0.0184553	0.1084099	0.4612277	1.1054634	0.3073950	0.6141284	0.5628200	1.0145321	0.6765649	0.6405743	0.1840253	0.8301216	0.0327332	0.4214758	0.1405885	1.0043664	0.4742182	0.1666121	0.8703344	0.3129794	0.6704831	0.7228268	0.3352225	0.6119880	0.6815595	0.6253464	0.7008153	0.5456314	0.2351441	0.5078470	0.0347905	0.7793040	0.9633007	0.3330764	0.1312599	0.0493902	0.5292965	0.4682794	0.3516249	0.2936034	0.3946475	0.0351115	0.1973433	0.2139077	0.5386814	0.9757116	0.8758025	0.6965141	0.6224253	0.8175845	0.0676742	0.1771506	0.3914684	0.5971337	0.6642305	0.4482936	0.4771923	0.9246905	0.8728868	0.5534946	0.6416794	0.3250557	0.5929038	0.3361236	0.2391218	0.6733118	0.9085425	0.6626643	0.2730394	0.7908308	0.2845943	0.2934756	0.9128455	0.5547420	0.6355251	0.4990914	0.0082389	0.6582546	0.5902160
100	0.1815364	0.5181920	0.0618415	0.5631818	0.5949276	0.4387160	0.4868901	0.4814458	0.9005689	0.0053709	0.4486996	0.8005918	0.0355660	0.7184458	0.0242358	0.4233710	0.9275358	0.2662385	0.0753246	0.4331915	0.0082521	0.0129690	0.0763751	0.5654959	1.1232872	0.3416899	0.6061466	0.7514756	0.9276542	0.7723701	0.5720143	0.1540638	0.5897351	0.0179971	0.3822967	0.1148492	1.0307106	0.4797669	0.1693399	0.9314983	0.3117795	0.5102576	0.6733926	0.2696378	0.6089527	0.8443632	0.5655859	0.4174999	0.5576339	0.2462536	0.5489395	0.0284929	0.7116553	0.8679453	0.2810111	0.0851172	0.0134409	0.5697815	0.5328134	0.3692922	0.3165704	0.4652194	0.0270231	0.2496240	0.1848148	0.5144891	0.9441621	0.8522540	0.3655426	0.6537023	0.8836299	0.0426126	0.0978027	0.4620524	0.5537073	0.7626025	0.4543721	0.4719872	0.8132598	0.8959313	0.5089682	0.7829796	0.2853791	0.5921709	0.3326002	0.2949171	0.7348539	0.9086697	0.5202128	0.1166400	0.8136980	0.3410476	0.3571738	0.9148298	0.4490753	0.6686644	0.3525464	0.0101428	0.7083127	0.7807146
150	0.2424108	0.3225268	0.0710926	0.4804093	0.6919706	0.4283721	0.5381602	0.5451282	0.8062474	0.0053619	0.4300844	0.6931675	0.0429859	0.7637758	0.0150612	0.4169738	0.8785507	0.3215286	0.0702588	0.5383402	0.0017978	0.0112289	0.0962606	0.4287879	1.0529944	0.3981857	0.5424539	0.7948827	0.8995379	0.7069273	0.6146187	0.0900827	0.5006269	0.0091996	0.3857561	0.1209863	0.9057916	0.4581010	0.1346008	0.8849755	0.2017772	0.4010269	0.5872979	0.2405577	0.7241807	0.8661117	0.4861131	0.2980234	0.6099120	0.2257381	0.5585995	0.0171495	0.6685206	0.9501891	0.2718499	0.0767307	0.0100151	0.5913920	0.5360772	0.3673146	0.2764284	0.4589895	0.0559437	0.2687805	0.2002448	0.5543223	0.9870554	0.9403582	0.1550236	0.5640361	0.7992713	0.0181512	0.0411002	0.5346960	0.5084833	0.7985094	0.4448595	0.3996811	0.8907782	0.8393777	0.4687030	0.7837026	0.2925300	0.5673682	0.3192975	0.2675252	0.7870932	0.9413986	0.6153495	0.0642158	0.7723919	0.3725530	0.3023189	1.0778396	0.3364660	0.6560621	0.2430037	0.0035767	0.8029795	0.8524034
200	0.2659422	0.2428982	0.0766968	0.2908525	0.7150907	0.3645692	0.5989619	0.5614930	0.8293826	0.0040295	0.4953158	0.6752412	0.0512306	0.7254951	0.0352975	0.5248163	0.8098695	0.4043673	0.0472410	0.6079436	0.0013504	0.0287249	0.0987536	0.4850674	0.9046451	0.4853091	0.5553672	0.8467645	0.9103812	0.7466281	0.5853499	0.0522872	0.4634510	0.0028262	0.3305178	0.1726563	1.0289968	0.4073786	0.1203893	0.8873240	0.1234095	0.3124275	0.5981421	0.2594680	0.6888107	0.8358616	0.4109846	0.2813242	0.5848018	0.2159771	0.5765368	0.0219265	0.6134712	0.9698768	0.3013250	0.1198689	0.0122434	0.5664291	0.4792704	0.3157337	0.2899365	0.4642820	0.0488279	0.3041763	0.1965536	0.5414450	1.0712461	0.9584202	0.1032293	0.4603088	0.7955092	0.0277594	0.0199409	0.5184008	0.4089179	0.7797361	0.4376373	0.3494350	0.8596310	0.7700629	0.4206883	0.8493622	0.2757893	0.5810292	0.3352430	0.2695299	0.8520046	0.7967922	0.6201465	0.0350305	0.8445379	0.4015063	0.2853874	1.0485483	0.3140693	0.5714745	0.1870757	0.0053821	0.8165537	0.9076894
250	0.2661266	0.2488523	0.0764256	0.2668795	0.7937756	0.2244662	0.5088754	0.6467945	0.8445790	0.0010918	0.6348063	0.6817825	0.0565432	0.7200818	0.0326287	0.4133091	0.7954369	0.4542149	0.0886955	0.6036604	0.0021791	0.0162891	0.0935030	0.4335740	0.9216635	0.5610125	0.5567207	0.8385254	0.9801381	0.6164820	0.5821337	0.0686885	0.4165318	0.0048281	0.2707511	0.2134955	0.9623951	0.4025084	0.1196951	0.9112642	0.0979097	0.2725260	0.5456947	0.2444462	0.7080178	0.9196788	0.4229956	0.2502042	0.6243816	0.1948006	0.5424038	0.0126558	0.5447645	1.0030469	0.2965648	0.1242045	0.0141654	0.7012323	0.5135736	0.3896658	0.2149044	0.4252194	0.0319784	0.3596978	0.1953946	0.4551022	1.0891234	1.0347048	0.0806583	0.5869015	0.7705822	0.0299909	0.0033292	0.6136555	0.3445875	0.6960158	0.4662612	0.3111310	0.8766228	0.7834057	0.3316904	0.8001506	0.2553423	0.4705489	0.3306797	0.2300102	0.7862595	0.8744561	0.6095664	0.0482202	0.8841358	0.4100808	0.2123216	0.9675456	0.2965398	0.5875840	0.1797199	0.0010951	0.6902835	0.9331110
300	0.2459098	0.1861326	0.0562531	0.2826302	0.7369050	0.1736864	0.5716312	0.5812249	0.8215263	0.0004037	0.7227975	0.6818415	0.0370059	0.7227068	0.0343187	0.4299334	0.7652605	0.4645484	0.0616550	0.5605199	0.0044904	0.0267848	0.1247307	0.4364005	0.9344240	0.5373447	0.5978207	0.8540568	0.9030170	0.6029257	0.5833004	0.0674052	0.4447400	0.0153230	0.2686281	0.1738776	0.9761741	0.4571565	0.1024725	0.8720305	0.0923635	0.2130335	0.5545670	0.2889756	0.6299092	0.8374312	0.4420822	0.2634527	0.6528874	0.1955580	0.5968270	0.0066639	0.6445392	0.9073295	0.2400575	0.0921764	0.0136927	0.8180722	0.4851181	0.4562889	0.2028894	0.4634040	0.0260842	0.3492878	0.2947637	0.4942562	1.0113045	1.0454705	0.0886162	0.6264589	0.8340862	0.0202814	0.0024121	0.6585519	0.3243667	0.8179673	0.6060238	0.3019992	0.8334874	0.8549093	0.2187822	0.6989234	0.2377425	0.5696168	0.3500957	0.2426036	0.7055771	0.7641494	0.7109110	0.0292480	0.9087386	0.4118127	0.2190183	0.9551736	0.2431992	0.6204979	0.1809058	0.0025650	0.5859315	1.0318314
350	0.2749914	0.2642271	0.0602408	0.2508370	0.7256164	0.1120452	0.5874804	0.6111352	0.8037510	0.0027445	0.6550138	0.8074889	0.0399802	0.7683580	0.0190244	0.4068764	0.8175993	0.4571953	0.0480465	0.5692640	0.0024035	0.0221262	0.2063233	0.3664175	0.9619859	0.5575887	0.5538658	0.8288121	0.9269825	0.6735545	0.5864463	0.0737547	0.3754804	0.0102360	0.2630327	0.1901494	1.0334988	0.4389593	0.1165944	0.8194456	0.0642370	0.1816882	0.5544795	0.2493016	0.6604523	0.8128520	0.4257014	0.2818174	0.6596453	0.2228353	0.6317897	0.0077308	0.6710451	1.0570351	0.1911351	0.1032663	0.0236892	0.7603869	0.4050722	0.4479830	0.2247256	0.4983752	0.0116584	0.3642446	0.3060682	0.5092153	1.0769042	0.9858529	0.0775184	0.5992067	0.8989983	0.0187830	0.0162549	0.7069291	0.2742837	0.8181716	0.5938934	0.2950956	0.9087310	0.7426347	0.2488003	0.7691745	0.1891516	0.5395686	0.3800126	0.2035297	0.6544195	0.7213118	0.7553311	0.0343250	0.8940493	0.4076523	0.1723200	0.9449317	0.2949454	0.6691706	0.2070278	0.0066605	0.5645764	1.0521762
400	0.2312376	0.3641331	0.0559990	0.2651806	0.7825529	0.1458109	0.5718828	0.5330325	0.8503331	0.0026851	0.6954588	0.7965435	0.0420734	0.6988715	0.0278633	0.4600338	0.7593369	0.4764563	0.0599868	0.4800624	0.0014263	0.0288530	0.1921137	0.4459004	1.0139120	0.6131841	0.5472660	0.8173674	0.9240127	0.6138454	0.6423826	0.0719025	0.4804660	0.0058997	0.3207679	0.1856076	1.0254600	0.4536682	0.1304065	0.7645456	0.0721880	0.1638224	0.5186431	0.3102877	0.6360692	0.7730506	0.4357474	0.2615307	0.6420896	0.2006308	0.5979844	0.0024058	0.6632473	1.0673724	0.1843739	0.0497104	0.0236648	0.6575504	0.4396224	0.3949217	0.2358250	0.4761390	0.0108464	0.3941516	0.3103163	0.4466200	1.0900291	1.0727880	0.0851966	0.7149094	0.8666772	0.0155361	0.0288674	0.7309569	0.2854469	0.8309442	0.5330966	0.2825807	0.9791422	0.7840455	0.2711156	0.8224559	0.1837947	0.5293961	0.3186693	0.1899975	0.6953123	0.7299318	0.6218991	0.0209775	0.9459619	0.3249680	0.1768605	0.8813549	0.2569229	0.5785984	0.2157081	0.0039321	0.5048814	0.9417957
450	0.2802544	0.3379358	0.0698592	0.2769596	0.7335797	0.1365887	0.6739440	0.6021639	0.7705277	0.0011251	0.6532683	0.7876907	0.0457945	0.6554537	0.0289894	0.4448046	0.7590942	0.4465966	0.0722482	0.5341228	0.0020050	0.0480779	0.1774056	0.4269201	1.0546384	0.6154697	0.5338012	0.8246123	0.9352991	0.6283646	0.6877621	0.0477786	0.4198709	0.0050967	0.3145002	0.1894520	0.9348380	0.4580020	0.1554572	0.7435867	0.0497127	0.1723739	0.4946343	0.3069866	0.5754219	0.7466074	0.3499711	0.2056647	0.6794295	0.1650662	0.5305166	0.0064903	0.7038429	0.8979144	0.1867126	0.0669416	0.0081243	0.5361097	0.4354518	0.3465239	0.1720209	0.4170342	0.0133296	0.3672758	0.3315249	0.4752358	0.9936081	1.0056296	0.0941128	0.7938387	0.8718949	0.0177636	0.0273534	0.6368131	0.3384062	0.7393519	0.5149856	0.3116387	0.9728580	0.7362717	0.2623357	0.7982361	0.2195339	0.6007303	0.3642545	0.1990736	0.7285413	0.6484904	0.6069593	0.0357907	0.9394890	0.3399789	0.1203342	1.1001882	0.2388790	0.5631005	0.2034149	0.0007945	0.4551409	0.9413812
500	0.2890020	0.4172692	0.0467780	0.2733191	0.8456841	0.0945581	0.6507805	0.6135266	0.7725977	0.0009915	0.6312655	0.8089827	0.0433181	0.7076179	0.0217496	0.3949347	0.7230688	0.4419011	0.0562560	0.5575086	0.0035829	0.0301685	0.2060996	0.3856080	1.0193455	0.6396103	0.5413635	0.9081159	0.9061782	0.6534610	0.6656413	0.0583168	0.4365643	0.0165138	0.3016961	0.1592518	0.9853360	0.4428562	0.1526083	0.7227064	0.0300914	0.1550809	0.5184669	0.2786983	0.5724531	0.7274762	0.3492031	0.1796142	0.6085346	0.1955856	0.5075587	0.0059287	0.8063929	0.9048956	0.1925523	0.0611669	0.0206271	0.5143177	0.4599656	0.3738187	0.1893376	0.4325849	0.0069703	0.4208727	0.2797057	0.4141155	1.0503787	1.0184989	0.1023993	0.7574416	0.7639097	0.0259667	0.0424656	0.7611514	0.3243047	0.6878474	0.4904865	0.3108427	1.0216321	0.7253931	0.2257067	0.7751105	0.1651497	0.6252750	0.3805002	0.1983094	0.8246772	0.6804410	0.6040856	0.0161484	0.7666640	0.3300471	0.1455067	1.0679640	0.3100047	0.5780293	0.1762447	0.0050341	0.4421257	0.8890145
550	0.1826330	0.4416169	0.0433724	0.4173298	0.6830723	0.0790003	0.4075527	0.5351224	0.8714973	0.0309147	0.6431244	0.7765542	0.0539698	0.8497298	0.0231053	0.4771448	0.8407770	0.4573669	0.0479854	0.5780114	0.0032748	0.0878923	0.2389753	0.3775949	0.8381555	0.6764690	0.5778781	0.7316859	0.8783634	0.6801094	0.6873165	0.1362282	0.6324612	0.0686072	0.3202025	0.2118011	0.9446752	0.4882279	0.1743680	0.7742192	0.0327860	0.1112920	0.6289434	0.2362937	0.5570977	0.6456645	0.3537008	0.4281702	0.5932737	0.1812806	0.5688840	0.0073422	0.7213204	0.8668331	0.1939453	0.0533259	0.0255056	0.5112306	0.4493422	0.3505324	0.2026482	0.4581578	0.0054365	0.4555161	0.2788414	0.3964064	0.9090455	1.0077135	0.4421487	0.7230002	0.6190002	0.0198178	0.0583714	0.7302925	0.2447569	0.7108218	0.7672451	0.3382795	0.9246047	0.7914458	0.2198252	0.6266350	0.2842884	0.5473691	0.3609493	0.1395397	0.7314100	0.7864905	0.6371834	0.2692656	0.7122335	0.3823667	0.1638104	1.0307686	0.5483564	0.6004583	0.3161699	0.0139602	0.3047228	0.8819027
