"Time"	YDR216W	YKL015W	YGL181W	YGL254W	YMR019W	YJR147W	YOL089C	YCR096C	YCR097W	YCL066W	YLR366W	YER171W	YHL032C	YDR223W	YMR017W	YDL159WA	YPL092W	YOL154W	YBR226C	YAR050W	YJL193W	YCL039W	YHL035C	YDR084C	YDL117W	YDL050C	YNL268W	YKL178C	YKL005C	YDR292C	YNL014W	YFR007W	STA3	YKL197C	YOR056C	YFR042W	YJL195C	YLR126C	YKL176C	YBR292C	YLL056C	YBR227C	YMR118C	STA1	YAL067C	YKL175W	YOR263C	YDL119C	YDR057W	YCR039C	YJR140C	YPL215W	YCR108C	YMR303C	YJR141W	YDL073W	YOR057W	YLR212C	YNL050C	YOL086C	YHR155W	YNL270C	YPL243W	YBL064C	YGR257C	YBR228W	YDL206W	YFR041C	YDR071C	YHR028C	YDR099W	YDR210WD	YJR013W	YEL020C	YPR118W	YNL114C	YLR311C	YGR107W	YAL022C	YOL155C	YDR282C	YDL024C	YLL059C	YMR238W	YMR041C	STA2	YBL063W	YAL065C	YLR312WA	YPL147W	YLL055W	YLR365W	YBR257W	YBR256C	YKL219W	YLR143W	YOR368W	YGR027WA	YOL164WA	YLR410WB
2	1.0000000	0.3811597	0.2895174	0.4645258	0.9707220	1.0000000	1.0000000	0.7323843	0.2557068	0.6144889	0.9982734	0.5867480	0.1138866	0.0759400	0.3521448	0.1491681	0.8187065	0.5566220	0.2374968	0.4679486	0.9718147	0.8633153	0.9276842	0.7987564	0.9609937	0.8267814	0.9912009	0.8052804	0.6925283	0.9953733	0.3932012	0.5388833	0.3333733	0.3799651	0.9728247	0.8505140	0.6101626	0.1654906	0.7863406	0.0315807	0.1161596	0.0409880	0.1944546	0.9003459	0.8808978	0.0749946	0.7935143	0.0401288	0.0522918	0.2283663	0.5165103	0.9898886	0.9242070	0.7381625	0.0751451	0.6039164	0.0571757	0.5755755	0.9965726	0.9620489	0.1586912	0.4408482	0.9600033	0.0578099	0.9715829	0.0974978	0.4061284	0.3251463	0.2130457	0.5173815	0.0441071	0.1149809	0.2501541	0.9098826	0.0131408	0.2736846	0.6863808	0.6000601	0.6046432	0.9956628	0.4091415	0.1054356	0.9923818	0.4127608	0.0900299	0.8329350	0.0140248	0.4921948	0.9328231	0.7768244	0.0285602	0.9996988	0.3178477	0.3956456	0.1579996	0.8511026	0.3604765	0.8011987	0.6371181	0.8436412
3	1.0000000	0.3811597	0.2895168	0.4645224	0.9707220	1.0000000	1.0000000	0.7323844	0.2557068	0.6144739	0.9983060	0.5972881	0.1121003	0.0756030	0.3521450	0.1491681	0.8186891	0.5566249	0.2350914	0.4618070	0.9718186	0.8632563	0.9276861	0.7888716	0.9609941	0.8244599	0.9912008	0.8073880	0.6925012	0.9954481	0.3932010	0.5388835	0.3257892	0.3799643	0.9736643	0.8505147	0.6101652	0.1654900	0.7880524	0.0315805	0.1161595	0.0393900	0.1944546	0.9003436	0.8570457	0.0749911	0.7935144	0.0401286	0.0511539	0.2283667	0.5141698	0.9900773	0.9242071	0.7381625	0.0751448	0.6110211	0.0571749	0.5684781	0.9965726	0.9620490	0.1586910	0.4345839	0.9600085	0.0556829	0.9715820	0.0974978	0.4059593	0.3251458	0.2097250	0.5173815	0.0441071	0.1149809	0.2501541	0.9102830	0.0131407	0.2807510	0.6863813	0.5958265	0.5910543	0.9957033	0.4150273	0.1054343	0.9923818	0.4128092	0.0900294	0.8328982	0.0138337	0.4922112	0.9338356	0.7795669	0.0285602	0.9996988	0.3141432	0.3956453	0.1676785	0.8511062	0.3768221	0.7889941	0.6371181	0.8436432
4	1.0000000	0.3811597	0.2895162	0.4645189	0.9707219	1.0000000	1.0000000	0.7323844	0.2557068	0.6144590	0.9983038	0.5962031	0.1122657	0.0756347	0.3521452	0.1491681	0.8186720	0.5566277	0.2352129	0.4621846	0.9718223	0.8631981	0.9276880	0.7895183	0.9609944	0.8245824	0.9912008	0.8072403	0.6924745	0.9954412	0.3932009	0.5388838	0.3263655	0.3799636	0.9735525	0.8505154	0.6101677	0.1654894	0.7878846	0.0315804	0.1161594	0.0395895	0.1944546	0.9003414	0.8595195	0.0749876	0.7935145	0.0401285	0.0512485	0.2283671	0.5143138	0.9900611	0.9242073	0.7381625	0.0751446	0.6105698	0.0571741	0.5688153	0.9965726	0.9620491	0.1586909	0.4352015	0.9600136	0.0559268	0.9715811	0.0974978	0.4057928	0.3251452	0.2098861	0.5173815	0.0441071	0.1149809	0.2501541	0.9102609	0.0131406	0.2799481	0.6863818	0.5962097	0.5923656	0.9956976	0.4143800	0.1054330	0.9923819	0.4128568	0.0900289	0.8328619	0.0138488	0.4922274	0.9337411	0.7793545	0.0285602	0.9996988	0.3145774	0.3956450	0.1670028	0.8511097	0.3750034	0.7900812	0.6371181	0.8436451
5	1.0000000	0.3811597	0.2895156	0.4645156	0.9707219	1.0000000	1.0000000	0.7323844	0.2557068	0.6144444	0.9983016	0.5951542	0.1124262	0.0756657	0.3521454	0.1491681	0.8186552	0.5566304	0.2353323	0.4625547	0.9718261	0.8631406	0.9276898	0.7901512	0.9609947	0.8247031	0.9912007	0.8070970	0.6924483	0.9954345	0.3932007	0.5388840	0.3269285	0.3799629	0.9734454	0.8505160	0.6101702	0.1654888	0.7877220	0.0315802	0.1161593	0.0397811	0.1944546	0.9003392	0.8619112	0.0749841	0.7935146	0.0401283	0.0513406	0.2283676	0.5144548	0.9900454	0.9242074	0.7381625	0.0751444	0.6101279	0.0571733	0.5691475	0.9965726	0.9620492	0.1586907	0.4357996	0.9600186	0.0561617	0.9715803	0.0974977	0.4056287	0.3251446	0.2100445	0.5173814	0.0441071	0.1149808	0.2501540	0.9102393	0.0131404	0.2791744	0.6863823	0.5965818	0.5936355	0.9956922	0.4137548	0.1054317	0.9923819	0.4129036	0.0900284	0.8328260	0.0138634	0.4922433	0.9336494	0.7791474	0.0285602	0.9996988	0.3149952	0.3956447	0.1663424	0.8511131	0.3732498	0.7911372	0.6371181	0.8436470

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3811597	0.2895180	0.4645294	0.9710006	1.0000000	0.9644059	0.7323825	0.2557089	0.6145043	0.9982060	0.5645709	0.1176264	0.0766461	0.3521447	0.1491681	0.8187241	0.5566191	0.2424296	0.4806119	0.9718108	0.8633750	0.9151309	0.8191775	0.9612502	0.8291755	0.9912010	0.8029926	0.6925559	0.9952165	0.3932014	0.5466275	0.3491215	0.3799658	0.9712153	0.8505133	0.6147504	0.1654912	0.7837175	0.0311244	0.1139791	0.0426299	0.1944560	0.9003482	0.9242346	0.0749982	0.7935143	0.0392945	0.0546629	0.2306337	0.5213360	0.9894949	0.9255471	0.7381625	0.0751453	0.5892527	0.0571765	0.5898613	0.9965726	0.9620486	0.1586914	0.4540009	0.9599980	0.0623107	0.9715838	0.0965427	0.4105343	0.3251469	0.2198489	0.5057387	0.0441074	0.1149809	0.2443848	0.9105723	0.0131410	0.2751262	0.6863803	0.6089141	0.6183159	0.9955759	0.3964420	0.1061581	0.9923818	0.4127116	0.0900304	0.8329722	0.0144220	0.4921782	0.9307027	0.7711254	0.0285602	0.9996988	0.3202931	0.3956459	0.1379613	0.8510990	0.3259452	0.8091454	0.6371181	0.8266017
2	1.0000000	0.3811597	0.2895174	0.4645258	0.9712693	1.0000000	0.9301126	0.7323699	0.2557237	0.6144889	0.9982060	0.5645709	0.1176264	0.0766544	0.3521448	0.1491681	0.8187065	0.5566220	0.2424283	0.4806130	0.9718147	0.8633153	0.9028563	0.8191777	0.9615022	0.8268520	0.9912009	0.8050382	0.6925283	0.9952165	0.3932012	0.5542239	0.3491473	0.3799651	0.9713909	0.8505141	0.6192501	0.1654906	0.7846566	0.0306785	0.1118559	0.0409439	0.1944655	0.9003459	0.9176056	0.0749946	0.7935143	0.0384776	0.0546629	0.2328167	0.5213358	0.9894949	0.9268579	0.7381625	0.0751451	0.5892529	0.0571757	0.5896361	0.9965723	0.9620476	0.1586912	0.4540027	0.9600033	0.0623107	0.9715829	0.0956132	0.4145159	0.3251462	0.2198471	0.4943644	0.0441093	0.1149809	0.2387566	0.9120575	0.0131408	0.2909152	0.6863808	0.6089153	0.6039406	0.9955758	0.3961649	0.1068628	0.9923818	0.4127608	0.0900299	0.8329350	0.0144224	0.4921948	0.9307022	0.7711254	0.0285602	0.9996988	0.3150929	0.3956456	0.1379565	0.8511026	0.3259452	0.7920953	0.6371181	0.8101198
3	1.0000000	0.3811597	0.2895168	0.4645224	0.9715277	1.0000000	0.8970726	0.7323366	0.2557625	0.6144739	0.9982061	0.5645709	0.1176264	0.0766626	0.3521450	0.1491681	0.8186891	0.5566249	0.2424271	0.4806141	0.9718186	0.8632563	0.8908505	0.8191782	0.9617492	0.8245649	0.9912008	0.8070294	0.6925012	0.9952165	0.3932010	0.5616748	0.3491728	0.3799643	0.9715590	0.8505149	0.6236582	0.1654900	0.7855661	0.0302430	0.1097886	0.0393252	0.1944907	0.9003436	0.9111973	0.0749911	0.7935144	0.0376782	0.0546629	0.2349174	0.5213357	0.9894950	0.9281389	0.7381625	0.0751448	0.5892530	0.0571749	0.5894142	0.9965716	0.9620448	0.1586910	0.4540044	0.9600085	0.0623107	0.9715820	0.0947088	0.4184206	0.3251454	0.2198454	0.4832525	0.0441143	0.1149809	0.2332673	0.9135143	0.0131407	0.3061291	0.6863813	0.6089164	0.5900170	0.9955758	0.3958970	0.1075527	0.9923819	0.4128092	0.0900294	0.8328982	0.0144227	0.4922112	0.9307017	0.7711254	0.0285602	0.9996988	0.3100880	0.3956453	0.1379518	0.8511062	0.3259452	0.7755335	0.6371181	0.7941734
4	1.0000000	0.3811597	0.2895162	0.4645189	0.9714950	1.0000000	0.9008341	0.7322754	0.2558336	0.6144591	0.9982062	0.5645709	0.1176264	0.0766707	0.3521452	0.1491681	0.8186720	0.5566277	0.2424259	0.4806152	0.9718225	0.8631981	0.8916590	0.8191790	0.9617345	0.8246858	0.9912008	0.8068913	0.6924745	0.9952165	0.3932009	0.5612387	0.3491980	0.3799636	0.9715366	0.8505158	0.6233866	0.1654894	0.7854767	0.0302740	0.1099561	0.0395273	0.1945369	0.9003414	0.9118704	0.0749876	0.7935145	0.0377302	0.0546629	0.2346709	0.5213355	0.9894951	0.9280231	0.7381625	0.0751446	0.5892531	0.0571741	0.5894432	0.9965702	0.9620395	0.1586909	0.4540061	0.9600137	0.0623107	0.9715811	0.0947838	0.4180146	0.3251443	0.2198436	0.4840397	0.0441234	0.1149809	0.2337296	0.9134307	0.0131406	0.3044019	0.6863818	0.6089176	0.5913608	0.9955758	0.3959116	0.1075072	0.9923819	0.4128568	0.0900289	0.8328619	0.0144231	0.4922274	0.9307013	0.7711254	0.0285602	0.9996988	0.3106746	0.3956450	0.1379471	0.8511097	0.3259452	0.7770060	0.6371181	0.7957826
5	1.0000000	0.3811597	0.2895156	0.4645156	0.9714597	1.0000000	0.9044583	0.7321868	0.2559361	0.6144446	0.9982062	0.5645709	0.1176264	0.0766786	0.3521454	0.1491681	0.8186552	0.5566304	0.2424247	0.4806162	0.9718264	0.8631406	0.8924497	0.8191803	0.9617201	0.8248048	0.9912007	0.8067570	0.6924483	0.9952165	0.3932007	0.5608109	0.3492228	0.3799629	0.9715152	0.8505168	0.6231211	0.1654888	0.7853901	0.0303043	0.1101192	0.0397213	0.1946038	0.9003391	0.9125214	0.0749841	0.7935146	0.0377810	0.0546629	0.2344336	0.5213354	0.9894952	0.9278948	0.7381625	0.0751444	0.5892532	0.0571733	0.5894718	0.9965682	0.9620317	0.1586907	0.4540078	0.9600189	0.0623107	0.9715803	0.0948568	0.4176156	0.3251431	0.2198419	0.4848087	0.0441367	0.1149808	0.2342052	0.9133487	0.0131404	0.3027375	0.6863823	0.6089187	0.5926623	0.9955757	0.3959255	0.1074626	0.9923820	0.4129036	0.0900284	0.8328260	0.0144234	0.4922433	0.9307008	0.7711254	0.0285601	0.9996988	0.3112391	0.3956447	0.1379425	0.8511131	0.3259452	0.7784364	0.6371181	0.7973396

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	0.9763913	0.3731896	0.2895173	0.4645281	0.9707219	0.9783870	1.0000000	0.7323843	0.2557068	0.6145043	0.9982059	0.5658093	0.1176267	0.0766461	0.3400955	0.1491689	0.8187241	0.5566197	0.2395918	0.4806107	0.9718108	0.8633750	0.9211974	0.8191755	0.9614471	0.8296507	0.9912009	0.8009155	0.6924642	0.9952164	0.3932019	0.5388826	0.3491215	0.3799681	0.9710315	0.8506752	0.6101599	0.1777000	0.7827468	0.0315808	0.1161597	0.0443860	0.1944546	0.8907804	0.9039159	0.0784293	0.7946865	0.0401290	0.0533335	0.2283658	0.5124431	0.9896701	0.9247977	0.7381604	0.0741456	0.5892515	0.0571765	0.5901097	0.9965726	0.9628858	0.1586917	0.4540024	0.9599980	0.0623107	0.9715836	0.0974983	0.4154680	0.3251469	0.2198498	0.5083576	0.0427864	0.1149822	0.2501541	0.9090595	0.0128678	0.2587378	0.6863825	0.6089149	0.6355871	0.9955758	0.3967161	0.1180112	0.9923818	0.4127116	0.0900300	0.8338513	0.0144222	0.4921782	0.9307023	0.7711246	0.0285602	0.9996987	0.3137122	0.3956466	0.1379613	0.8510995	0.3259480	0.8267053	0.6371143	0.8436409
2	0.9537948	0.3654210	0.2895122	0.4645158	0.9707209	0.9573584	1.0000000	0.7323843	0.2557068	0.6144889	0.9982059	0.5669994	0.1176287	0.0766544	0.3284598	0.1491743	0.8187065	0.5566270	0.2368009	0.4806036	0.9718147	0.8633153	0.9148582	0.8191616	0.9618909	0.8277973	0.9912005	0.8009380	0.6923471	0.9952160	0.3932053	0.5388797	0.3491473	0.3799829	0.9710285	0.8508343	0.6101626	0.1894783	0.7827432	0.0315807	0.1161596	0.0443861	0.1944546	0.8814204	0.8776439	0.0817936	0.7958311	0.0401289	0.0520400	0.2283663	0.5037297	0.9898404	0.9253762	0.7381456	0.0731672	0.5892435	0.0571758	0.5901340	0.9965726	0.9637043	0.1586938	0.4540143	0.9600033	0.0623107	0.9715814	0.0975015	0.4242889	0.3251463	0.2198538	0.4995402	0.0415098	0.1149911	0.2501541	0.9090608	0.0126004	0.2587270	0.6863980	0.6089213	0.6379486	0.9955753	0.3967078	0.1303214	0.9923818	0.4127608	0.0900261	0.8346741	0.0144236	0.4921948	0.9306995	0.7711197	0.0285602	0.9996987	0.3021787	0.3956515	0.1379565	0.8511066	0.3259668	0.8267124	0.6370895	0.8436551
3	0.9321672	0.3578504	0.2894996	0.4644892	0.9707184	0.9368984	1.0000000	0.7323844	0.2557068	0.6144739	0.9982057	0.5681358	0.1176339	0.0766626	0.3172233	0.1491886	0.8186891	0.5566415	0.2340583	0.4805831	0.9718186	0.8632563	0.9086611	0.8191250	0.9623235	0.8259774	0.9911993	0.8009568	0.6922323	0.9952149	0.3932147	0.5388715	0.3491728	0.3800232	0.9710206	0.8509899	0.6101652	0.2008397	0.7827346	0.0315805	0.1161595	0.0443864	0.1944546	0.8722656	0.8522454	0.0850950	0.7969467	0.0401292	0.0507818	0.2283667	0.4951927	0.9900060	0.9259423	0.7381069	0.0722106	0.5892221	0.0571752	0.5901675	0.9965726	0.9645046	0.1586996	0.4540430	0.9600085	0.0623107	0.9715768	0.0975101	0.4329402	0.3251458	0.2198675	0.4909233	0.0402760	0.1150147	0.2501541	0.9090620	0.0123388	0.2587003	0.6864376	0.6089363	0.6402518	0.9955741	0.3967076	0.1423740	0.9923818	0.4128092	0.0900169	0.8354789	0.0144267	0.4922112	0.9306928	0.7711066	0.0285602	0.9996985	0.2910794	0.3956647	0.1379518	0.8511194	0.3260167	0.8267194	0.6370261	0.8436893
4	0.9350757	0.3584808	0.2894771	0.4644431	0.9707139	0.9386044	1.0000000	0.7323844	0.2557068	0.6144590	0.9982052	0.5679713	0.1176434	0.0766707	0.3184349	0.1492148	0.8186720	0.5566658	0.2342074	0.4805445	0.9718223	0.8631981	0.9090923	0.8190577	0.9622801	0.8260918	0.9911972	0.8009708	0.6922114	0.9952128	0.3932322	0.5388561	0.3491980	0.3800979	0.9710062	0.8509802	0.6101677	0.1995780	0.7827191	0.0315804	0.1161594	0.0443869	0.1944546	0.8728795	0.8548789	0.0849007	0.7968556	0.0401298	0.0508897	0.2283671	0.4957325	0.9899918	0.9259054	0.7380368	0.0722830	0.5891827	0.0571748	0.5902134	0.9965726	0.9644425	0.1587105	0.4540942	0.9600136	0.0623107	0.9715691	0.0975258	0.4322551	0.3251452	0.2198942	0.4914993	0.0404044	0.1150580	0.2501541	0.9090632	0.0123561	0.2586524	0.6865089	0.6089629	0.6400761	0.9955719	0.3967186	0.1415958	0.9923819	0.4128568	0.0900004	0.8353866	0.0144321	0.4922274	0.9306809	0.7710826	0.0285602	0.9996983	0.2924682	0.3956892	0.1379471	0.8511399	0.3261087	0.8267263	0.6369140	0.8437504
5	0.9378594	0.3591163	0.2894447	0.4643777	0.9707072	0.9402643	1.0000000	0.7323844	0.2557068	0.6144444	0.9982044	0.5677906	0.1176570	0.0766787	0.3196114	0.1492525	0.8186552	0.5566998	0.2343587	0.4804884	0.9718261	0.8631405	0.9095199	0.8189606	0.9622297	0.8262116	0.9911943	0.8009802	0.6921908	0.9952098	0.3932578	0.5388335	0.3492228	0.3802062	0.9709857	0.8509707	0.6101702	0.1983497	0.7826970	0.0315802	0.1161593	0.0443876	0.1944546	0.8734798	0.8574249	0.0847063	0.7967589	0.0401307	0.0509961	0.2283676	0.4962680	0.9899780	0.9258693	0.7379371	0.0723595	0.5891259	0.0571746	0.5902718	0.9965726	0.9643781	0.1587262	0.4541676	0.9600186	0.0623108	0.9715583	0.0975484	0.4315824	0.3251446	0.2199335	0.4920458	0.0405284	0.1151209	0.2501540	0.9090644	0.0123731	0.2585836	0.6866099	0.6090010	0.6399325	0.9955687	0.3967405	0.1408309	0.9923819	0.4129038	0.0899768	0.8352960	0.0144398	0.4922433	0.9306638	0.7710482	0.0285602	0.9996979	0.2938449	0.3957248	0.1379425	0.8511681	0.3262420	0.8267331	0.6367593	0.8438377

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	1.0000000	0.3791166	0.2895178	0.4645291	0.9715514	1.0000000	0.9932499	0.7326908	0.2557072	0.6145043	0.9982060	0.5726898	0.1151399	0.0766461	0.3521447	0.1491681	0.8187241	0.5566193	0.2424296	0.4806120	0.9718108	0.8633750	0.9103635	0.8191775	0.9609934	0.8315476	0.9912010	0.8009158	0.6925559	0.9952952	0.3932014	0.5388831	0.3491215	0.3799658	0.9710319	0.8505134	0.6089394	0.1796544	0.7831053	0.0313511	0.1136132	0.0443860	0.1944549	0.8911273	0.9311027	0.0749982	0.7959946	0.0401289	0.0534698	0.2283659	0.5213360	0.9895583	0.9249922	0.7381625	0.0751453	0.5892527	0.0571765	0.5901091	0.9965726	0.9621906	0.1559226	0.4481523	0.9599980	0.0623107	0.9716764	0.0951972	0.4063000	0.3251469	0.2179497	0.5173816	0.0429996	0.1149809	0.2501544	0.9103463	0.0131410	0.2587389	0.6383293	0.6089143	0.6331462	0.9955759	0.3967154	0.1091803	0.9923818	0.4100098	0.1151492	0.8360011	0.0142348	0.4893972	0.9307026	0.7711254	0.0277536	0.9996988	0.3256964	0.3956459	0.1522999	0.8510992	0.3259452	0.8164565	0.6371181	0.8179101
2	1.0000000	0.3771246	0.2895160	0.4645233	0.9723547	1.0000000	0.9867465	0.7329881	0.2557100	0.6144889	0.9982060	0.5805394	0.1127278	0.0766544	0.3521452	0.1491681	0.8187065	0.5566233	0.2424283	0.4806134	0.9718148	0.8633153	0.8934261	0.8191775	0.9609937	0.8315597	0.9912008	0.8009403	0.6925283	0.9953716	0.3932012	0.5388833	0.3491473	0.3799651	0.9710319	0.8505142	0.6077470	0.1933205	0.7834508	0.0311265	0.1111336	0.0443860	0.1944567	0.8821065	0.9311137	0.0749941	0.7984207	0.0401288	0.0523088	0.2283668	0.5213358	0.9896201	0.9257604	0.7381625	0.0751451	0.5892529	0.0571757	0.5901293	0.9965726	0.9623292	0.1532116	0.4424924	0.9600033	0.0623107	0.9717662	0.0929584	0.4061284	0.3251460	0.2160792	0.5173815	0.0419294	0.1149809	0.2501564	0.9116098	0.0131408	0.2587352	0.5939224	0.6089168	0.6331352	0.9955757	0.3967022	0.1128439	0.9923818	0.4074194	0.1394351	0.8389275	0.0140528	0.4866885	0.9307015	0.7711254	0.0269723	0.9996988	0.3256964	0.3956456	0.1663100	0.8511037	0.3259452	0.8065084	0.6371181	0.7930191
3	1.0000000	0.3751827	0.2895124	0.4645139	0.9731327	1.0000000	0.9804807	0.7332746	0.2557173	0.6144739	0.9982061	0.5881287	0.1103879	0.0766626	0.3521463	0.1491681	0.8186891	0.5566291	0.2424271	0.4806152	0.9718188	0.8632563	0.8768597	0.8191776	0.9609941	0.8315729	0.9912004	0.8009645	0.6925012	0.9954457	0.3932010	0.5388835	0.3491728	0.3799643	0.9710319	0.8505153	0.6065798	0.2065070	0.7837842	0.0309071	0.1087193	0.0443860	0.1944614	0.8732837	0.9311244	0.0749895	0.8007935	0.0401286	0.0511792	0.2283685	0.5213357	0.9896801	0.9265112	0.7381625	0.0751448	0.5892530	0.0571749	0.5901516	0.9965724	0.9624644	0.1505575	0.4370149	0.9600087	0.0623107	0.9718538	0.0907798	0.4059593	0.3251446	0.2142387	0.5173815	0.0408956	0.1149809	0.2501617	0.9128492	0.0131407	0.2587275	0.5528833	0.6089215	0.6331244	0.9955754	0.3966891	0.1164307	0.9923819	0.4048889	0.1629161	0.8417903	0.0138755	0.4840341	0.9306995	0.7711254	0.0262156	0.9996988	0.3256964	0.3956453	0.1800039	0.8511096	0.3259452	0.7968451	0.6371181	0.7689372
4	1.0000000	0.3753325	0.2895061	0.4644995	0.9730554	1.0000000	0.9811941	0.7332418	0.2557307	0.6144590	0.9982062	0.5873475	0.1106046	0.0766707	0.3521480	0.1491681	0.8186720	0.5566374	0.2424259	0.4806178	0.9718229	0.8631981	0.8779778	0.8191777	0.9609944	0.8315877	0.9911999	0.8009884	0.6924745	0.9954389	0.3932009	0.5388838	0.3491980	0.3799636	0.9710319	0.8505167	0.6066582	0.2050642	0.7837470	0.0309225	0.1089147	0.0443860	0.1944701	0.8738752	0.9311349	0.0749840	0.8006341	0.0401285	0.0512731	0.2283711	0.5213355	0.9896752	0.9264562	0.7381625	0.0751446	0.5892531	0.0571741	0.5901769	0.9965722	0.9624543	0.1507279	0.4375684	0.9600140	0.0623107	0.9718463	0.0909604	0.4057927	0.3251426	0.2143272	0.5173815	0.0410049	0.1149809	0.2501714	0.9127785	0.0131406	0.2587144	0.5630255	0.6089292	0.6331137	0.9955748	0.3966763	0.1161984	0.9923820	0.4051189	0.1604964	0.8415611	0.0138908	0.4842139	0.9306961	0.7711254	0.0262890	0.9996988	0.3256964	0.3956450	0.1790500	0.8511174	0.3259452	0.7977074	0.6371181	0.7713820
5	1.0000000	0.3754787	0.2894974	0.4644802	0.9729798	1.0000000	0.9818814	0.7332043	0.2557500	0.6144444	0.9982062	0.5865922	0.1108148	0.0766786	0.3521505	0.1491681	0.8186552	0.5566482	0.2424247	0.4806210	0.9718271	0.8631406	0.8790729	0.8191780	0.9609947	0.8316042	0.9911990	0.8010122	0.6924482	0.9954322	0.3932007	0.5388840	0.3492228	0.3799629	0.9710319	0.8505184	0.6067364	0.2036690	0.7837092	0.0309375	0.1091046	0.0443860	0.1944826	0.8744537	0.9311453	0.0749776	0.8004782	0.0401283	0.0513645	0.2283747	0.5213354	0.9896705	0.9263995	0.7381625	0.0751444	0.5892532	0.0571733	0.5902052	0.9965718	0.9624438	0.1508946	0.4381105	0.9600195	0.0623107	0.9718381	0.0911362	0.4056286	0.3251399	0.2144142	0.5173814	0.0411114	0.1149808	0.2501853	0.9127092	0.0131404	0.2586959	0.5724078	0.6089398	0.6331032	0.9955740	0.3966637	0.1159701	0.9923822	0.4053440	0.1581549	0.8413365	0.0139064	0.4843901	0.9306914	0.7711254	0.0263601	0.9996988	0.3256964	0.3956447	0.1781177	0.8511272	0.3259452	0.7985451	0.6371181	0.7737547

